LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,DESCRIPTION,STATUS,PROCESSED DATE,START DATE,EXPIRE DATE,INACTIVE DATE,INSPECTOR NAME,MILESTONE DATE,MILESTONE,PROPERTY TYPE,SITE LOCATION,ZIP,COMPANY TYPE,#EMPLOYEES,#VEHICLES,#STANDS,#SEATS,#UNITS,TYPE OF BUSINESS,COUNCIL DISTRICT,BID AREA,APPLICATION DESCRIPTION,STATE LICENSE#,HOME BASED,OUTSIDE CITY,CLASS DESCRIPTION,BUSN LICENSE EXEMPT,Shape,FPEXEMPT,FPCITYFAC,CETOTALUNITS,CENSUSTRACT,HEDISCOUNT,HEPROGRAMELEMENT,HEPROGRAMELEMENTDESC,HEWATERAMOUNT,HEHAZMATAMOUNT,HEEPANUMBER,HEEVENTSTART,HEONETIMEPERMIT,HEEVENTEND,HEPERMITTYPE,HEPERMITTYPEDESC,HEEVENTNAME,HEEXEMPT,COMMENTS,OBJECTID
BU02084051,DAN JOHNSTON,,BU,Apartment House,Active,9.94E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6020  LINDEN AVE,90805,SOLE,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,94446
BU02084061,SANDRA DEMEIRE,,BU,Apartment House,Active,1.03E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5960  LINDEN AVE,90805,SOLE,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,94447
BU02084072,CYNTHIA HOLMBERG,,BU,Apartment House,Active,1.06E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5952  LINDEN AVE,90805,SOLE,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,94449
BU02084081,ABRAHAM P MORENO,,BU,Apartment House,Active,1.41E+12,1.41E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5926  LINDEN AVE,90805,PARTNER,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,94451
BU03055622,SAVOEUN & SAMANTHA P KHUTH,,BU,Apartment House,Active,1.16E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,467  57TH ST,90805,SOLE,0,0,0,0,4,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,94604
BU20047260,SHELENE R BELGRAVE,THE CULTURAL CABOOSE,BU,Day Care/Preschool,Active,9.76E+11,9.76E+11,1.58E+12,,EURODRI,1.54E+12,Renewed,COM,1037  SOUTH ST,90805,SOLE,1,0,0,0,0,Day Care/Preschool,9,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Child Care Center,94710
BU01025880,MORGAN INDUSTRIES INC,,BU,Manufacturing,Active,-44755200000,-44755200000,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,3311  59TH ST,90805,CORP,4,0,0,0,0,Manufacturing,9,,New License,,No,No,Manufacturing,No,,,,0,0,,,,,,,,,,,,,,,94796
BU01026270,"N & A ENTERPRISES, INC",BIG D FLOOR COVERING SUPPLIES,BU,Retail Sales,Active,-44755200000,-44755200000,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,1133 E ARTESIA BLVD,90805,CORP,1,0,0,0,0,Retail Sales,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Floor Covering,94799
BU20357210,ALFREDO BESA,,BU,Bookkeeping,Active,1.07E+12,1.07E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,1126  JACKSON ST,90805,SOLE,0,0,0,0,0,Bookkeeping,8,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Bookkeeping,95150
BU20430830,SILVIA AVELAR,AVELAR FAMILY CHILD CARE,BU,Child Day Care Home (9 - 14 Children),Active,1.09E+12,1.09E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5660  WALNUT AVE,90805,SOLE,2,0,0,0,0,Child Day Care Home (9 - 14 Children),8,,New License,,No,No,Unique Businesses,No,,,,0,0,,,,,,,,,,,,,,Child Care,95158
BU02085592,501 EAST 51ST STREET LONG BEACH,,BU,Apartment House,Active,1.34E+12,1.34E+12,1.56E+12,,EURODRI,1.54E+12,Renewed,COM,501 E 51ST ST,90805,CORP,0,0,0,0,10,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,95353
BU20351680,LAWRENCE R CLARK,LAW OFFICES OF LAWRENCE R CLARK,BU,Attorney,Active,1.07E+12,7.22E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,RES,1305  60TH ST,90805,PARTNER,0,0,0,0,0,Attorney,9,,Change of Address,,Yes,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,Attorney Office,95437
BU20255460,TITAN METALS INCORPORATED,TITAN METALS INC TMI TITAN METALS,BU,Warehousing,Active,1.04E+12,1.04E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,3240  59TH ST,90805,CORP,0,0,0,0,0,Warehousing,9,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Metals Distribution Warehouse,95468
BU20121320,WILLIAM LAM,C & S DONUTS,BU,Restaurant & Ready to Eat Foods,Active,9.90E+11,9.90E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6600  CHERRY AVE,90805,SOLE,2,0,0,0,0,Restaurant & Ready to Eat Foods,9,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Donuts,95584
BU20418670,EDCO WASTE SERVICES,BZ DISPOSAL SERVICE,BU,Private Waste Collection ??? Health,Active,1.08E+12,2.84E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,COM,6254  PARAMOUNT BLVD,90805,CORP,50,0,0,0,0,Private Waste Collection ??? Health,9,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,1 Veh,95592
BU07062532,HEND LLC,,BU,Commercial/Industrial Space  Rental,Active,1.36E+12,1.36E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,"5213  LONG BEACH BLVD  5211,5213 Long Beach Blvd",90805,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,8,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,95793
BU02084992,451 E 55TH STREET LLC,,BU,Apartment House,Active,1.40E+12,1.40E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,465  55TH ST,90805,LLC,0,0,0,0,8,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,95846
BU02085022,"BANNER,R H & A M LIVING TRUST",,BU,Apartment House,Active,1.38E+12,1.38E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,485  55TH ST,90805,TRUST,0,0,0,0,6,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,95851
BU20300252,"KWAN, STEPHEN AND DANA A TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.17E+12,1.11E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,5861  CHERRY AVE,90805,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Comm Industrial Rental,95966
BU20356430,CAROLINA CORTEZ,CORTEZ FURNITURE,BU,Retail Sales,Active,1.07E+12,1.07E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,6732  LONG BEACH BLVD,90805,SOLE,0,0,0,0,0,Retail Sales,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Furniture,95995
BU02085262,"TOMA,KAMY R LIVING TRUST",,BU,Apartment House,Active,1.39E+12,1.39E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1319  PHILLIPS ST,90805,TRUST,0,0,0,0,4,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,96280
BU02085281,LYDIA VINCENTY,,BU,Apartment House,Active,9.63E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5610  ORANGE AVE,90805,SOLE,0,0,0,0,4,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,96283
BU02085310,HANAN HAGIT KUPFERMAN,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5520  ORANGE AVE,90805,SOLE,0,0,0,0,4,Apartment House,8,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,96286
BU02085381,RAJESHWARI M DESHMUKH,,BU,Apartment House,Active,1.14E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5555  CHERRY AVE,90805,SOLE,0,0,0,0,20,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,96289
BU20413430,DEREK KHEM,FANCY CUTS,BU,Barber/Beauty Shop Owner,Active,1.08E+12,1.08E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,2150  SOUTH ST 103,90805,SOLE,1,0,0,0,0,Barber/Beauty Shop Owner,8,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Owner Beauty Shop,96530
BU20330820,COLUMBIA SPECIALTY COMPANY INC,PLUMBING WORLD,BU,Retail Sales,Active,1.06E+12,1.05E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6152  CHERRY AVE,90805,CORP,4,0,0,0,0,Retail Sales,9,,Change of Address,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Retail Plumbing,96555
BU20209680,ARMANDO MAGDALENO,EL TACO LOCO #2,BU,Restaurant & Ready to Eat Foods,Active,1.02E+12,1.02E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,1541 E ARTESIA BLVD,90805,SOLE,4,0,0,0,0,Restaurant & Ready to Eat Foods,9,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Resta/No Alcho,97105
BU06052650,R J MITCHELL,,BU,Apartment House,Active,4.60E+11,4.60E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,218 E ARTESIA BLVD,90805,SOLE,0,0,0,0,4,Apartment House,9,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,97118
BU06052680,WILLIAM E CUETO,,BU,Apartment House,Active,4.60E+11,4.60E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,245 E ARTESIA BLVD,90805,SOLE,0,0,0,0,5,Apartment House,9,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,97119
BU20315911,ETHEL M HAWKINS,E M H AKA MARIE HAWKINS,BU,Professional Services - Other,Active,1.10E+12,1.05E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,3713  ARABELLA ST,90805,SOLE,0,0,0,0,0,Professional Services - Other,9,,New License,,Yes,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,Private Nurse,97619
BU20234561,ALFREDO SANCHEZ,CASA SANCHEZ #4,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,1.30E+12,1.03E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,5925  CHERRY AVE,90805,SOLE,3,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant W/ Alcohol,98107
BU20323180,DUNG TIEN NGUYEN,QUEEN'S NAIL,BU,Nails/Manicure Shop,Active,1.05E+12,9.83E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6583  ATLANTIC AVE 101,90805,SOLE,4,0,0,0,0,Nails/Manicure Shop,9,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Nails Salon,98172
BU20252670,JAVIER CEBALLOS,CEBALLOS GARDENING CARE,BU,Gardening/Landscape Maint.,Active,1.04E+12,1.04E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,232 E LOUISE ST,90805,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,8,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardening,98386
BU02081841,LEE REIT LLC,,BU,Apartment House,Active,1.07E+12,1.07E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6659  GUNDRY AVE,90805,LLC,0,0,0,0,10,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,98558
BU20250310,LUZ GUEVARA,ESTETICA UNISEX MEXICO,BU,Barber/Beauty Shop Owner,Active,1.04E+12,7.37E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5361  LONG BEACH BLVD,90805,PARTNER,2,0,0,0,0,Barber/Beauty Shop Owner,8,,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Beauty Shop,98640
BU07062852,NJ UNITS LLC,,BU,Commercial/Industrial Space  Rental,Active,1.36E+12,1.36E+12,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,"5376  LONG BEACH BLVD  5376,5378 Lb Blvd",90805,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,8,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,98750
BU07062862,NJ UNITS LLC,,BU,Commercial/Industrial Space  Rental,Active,1.36E+12,1.36E+12,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,"5384  LONG BEACH BLVD  5358,5382,5384,5386,5390 Lb Blvd",90805,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,8,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,98753
BU07062871,TMS PROPERTIES TWO LLC,,BU,Commercial/Industrial Space  Rental,Active,1.15E+12,4.92E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5387  LONG BEACH BLVD  5387-97 Long Beach Blvd,90805,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,8,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,98755
BU20305380,RONALD F BETHAM,POLYNESIAN STORE,BU,Retail Sales,Active,1.04E+12,1.04E+12,1.55E+12,,EURODRI,1.53E+12,Renewed,COM,1082 E ARTESIA BLVD B,90805,SOLE,0,0,0,0,0,Retail Sales,9,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Retail,98826
BU20316790,R C A FINANCING INC,RCA FINANCING INC,BU,Auto/Boat Sales,Active,1.05E+12,1.05E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2905  SOUTH ST,90805,CORP,1,0,0,0,0,Auto/Boat Sales,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Auto Brokerage Sales,99086
BU07065580,PARAMOUNT ASSOCIATES,,BU,Commercial/Industrial Space  Rental,Active,4.92E+11,4.92E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,6025  OBISPO AVE,90805,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,99104
BU02084431,TAN NGUYEN,,BU,Apartment House,Active,1.06E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,92 E LOUISE ST,90805,SOLE,0,0,0,0,4,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,99596
BU02084440,IN SOOK KANG,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,87 E MARKET ST,90805,SOLE,0,0,0,0,6,Apartment House,8,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,99597
BU02084453,John Kompaniez,,BU,Apartment House,Active,1.31E+12,1.31E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,122  55TH ST,90805,SOLE,0,0,0,0,7,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment Rentals,99600
BU02084471,THIEN & JULIEANNE L PHAN,,BU,Apartment House,Active,1.03E+12,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,127 E LOUISE ST,90805,SOLE,0,0,0,0,7,Apartment House,8,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,99601
BU02084550,MILLARE FAMILY TRUST,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5475  ELM AVE,90805,PARTNER,0,0,0,0,7,Apartment House,8,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,99602
BU20318910,"PHUONG-TRINH NGUYEN, DDS APC",DTT DENTAL GROUP NGUYEN PHUONGTRINH DDS,BU,Dentist,Active,1.05E+12,7.20E+11,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,2150  SOUTH ST 116,90805,CORP,8,0,0,0,0,Dentist,8,,Change of Ownership,,No,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,Dental Office,99712
BU20035460,T & K YOUNG CO INC,SMILE FOOD,BU,Food Retail Store,Active,9.68E+11,9.68E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,16 E MARKET ST,90805,SOLE,4,0,0,0,0,Food Retail Store,8,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Grocery,99725
BU20201850,BIO-MEDICAL APPLICATIONS OF CALIFORNIA,F M C DIALYSIS SERVICES OF NORTH LONG BEACH,BU,Medical Office/Clinic,Active,1.01E+12,1.01E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,145  VICTORIA ST,90805,CORP,13,0,0,0,0,Medical Office/Clinic,9,,New License,,No,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,Dialysis Clinic,100014
BU02086630,ROBERT W BURGESS,,BU,Apartment House,Active,2.58E+11,2.58E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,118 W MOUNTAIN VIEW ST,90805,SOLE,0,0,0,0,6,Apartment House,8,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,100128
BU20347860,CATALINA PENA,MAIRISCOS GUERO,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,1.07E+12,1.07E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2150  SOUTH ST 107,90805,SOLE,3,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,8,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant W/ Alc,100328
BU20228910,JOHN Y PARK,ALL STAR AUTO SOUND,BU,Vehicle Parts with Installation,Active,1.02E+12,1.02E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6641  PARAMOUNT BLVD,90805,SOLE,1,0,0,0,0,Vehicle Parts with Installation,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Vehicle Parts With Installation,100619
BU20010751,MICHAEL A ROMERO,THE CREST,BU,"Bar, Tavern, Lounge",Active,1.30E+12,7.94E+11,1.55E+12,,EURODRI,1.53E+12,Renewed,COM,5935  CHERRY AVE,90805,SOLE,3,0,0,0,0,"Bar, Tavern, Lounge",9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Beer Bar,100859
BU20301120,EDITH & BALTAZAR SANCHEZ,WESTCOAST JANITORIAL SERVICE,BU,Janitorial Service,Active,1.04E+12,1.04E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,5611  LOCUST AVE,90805,PARTNER,0,1,0,0,0,Janitorial Service,8,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Janitorial,101377
BU20256120,CHARLES SANDERSON,SANDERSON MACHINE REPAIR,BU,Business Office,Active,1.04E+12,1.04E+12,1.58E+12,,EURODRI,1.55E+12,Renewed,RES,1510  56TH ST,90805,SOLE,0,0,0,0,0,Business Office,8,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Business Office Only-Machine Repair Field,101485
BU20302950,DAY & NIGHT DELIVERY INC,,BU,Commercial/Industrial Space  Rental,Active,1.04E+12,9.43E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,5630  CHERRY AVE,90805,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,8,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Comm Industrial Rental,101661
BU20114040,KELLEHER EQUIPMENT SUPPLY INC,KELLEHER EQUIPMENT SUPPLY INC,BU,Contracting - Misc.,Active,9.86E+11,9.86E+11,1.55E+12,,EURODRI,1.53E+12,Renewed,COM,2121  CURRY ST,90805,CORP,1,0,0,0,0,Contracting - Misc.,9,,New License,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,B,101682
BU20306642,CHARLES WANG,,BU,Apartment House,Active,1.09E+12,1.09E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,3370  ANDY ST,90805,SOLE,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,101718
BU01020270,MODERN SPECIALIST INC,MODERN SPECIALISTINC,BU,"Auto Repair - Minor, Tune-Up, Smog Test",Active,-13219200000,-13219200000,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6190  CHERRY AVE,90805,CORP,5,0,0,0,0,"Auto Repair - Minor, Tune-Up, Smog Test",9,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,,102231
BU20256592,STERIK CO,,BU,Commercial/Industrial Space  Rental,Active,1.35E+12,1.35E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,COM,5860  CHERRY AVE,90805,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,102277
BU20138720,LOS ANGELES SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,BU,Communication Facility - Cell Site,Active,1.00E+12,9.66E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5925  ATLANTIC AVE,90805,LLP,0,0,0,0,0,Communication Facility - Cell Site,9,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Communication Facillity/Cell Site,102567
BU20118840,LUIS MALDONADO,,BU,Barber/Beauty Shop Owner,Active,9.89E+11,9.89E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,5415  LONG BEACH BLVD,90805,SOLE,0,0,0,0,0,Barber/Beauty Shop Owner,8,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Beauty Salon & Barber Owner,102590
BU07051413,JUAN G SOTO,,BU,Apartment House,Active,1.35E+12,1.35E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,6265  CHERRY AVE  6265-6269 Cherry Ave,90805,SOLE,0,0,0,0,4,Apartment House,9,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,102621
BU07051431,SEAN W & TIFFANY A BOND,,BU,Commercial/Industrial Space  Rental,Active,1.35E+12,1.35E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,6333  CHERRY AVE,90805,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,102624
BU07051440,MOON KI AND KYUNG JA KOH,,BU,Commercial/Industrial Space  Rental,Active,5.00E+11,5.00E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,6401  CHERRY AVE,90805,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,102625
BU20206635,ANDREA F HOOD-STRONG,OVER THE RAINBOW BALLONS & GIFTS,BU,Retail Sales,Active,1.44E+12,1.50E+12,1.55E+12,,EURODRI,1.53E+12,Renewed,COM,1314 E ARTESIA BLVD,90805,SOLE,0,0,0,0,0,Retail Sales,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Retail,102710
BU20232490,IJEN HAN,QUALITY THRIFTY STORE,BU,Retail Sales ??? Used Merchandise,Active,1.03E+12,1.03E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1639 E ARTESIA BLVD,90805,SOLE,10,0,0,0,0,Retail Sales ??? Used Merchandise,9,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Thrifty Store,102800
BU07053442,SCOTT L & CHRISTINA F ETAL HYDE,,BU,Commercial/Industrial Space  Rental,Active,1.41E+12,1.41E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2119  CURRY ST,90805,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,102837
BU07053471,"RICHMOND,REX & PATRICIA TR",,BU,Commercial/Industrial Space  Rental,Active,1.36E+12,1.36E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2211  CURRY ST,90805,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,102842
BU07053480,REX W AND PATRICIA C RICHMOND,,BU,Commercial/Industrial Space  Rental,Active,5.00E+11,5.00E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2231  CURRY ST,90805,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,102843
BU20303470,LENOISE JR HARRIS,COLLECTIONS UNLIMITED,BU,Business Office,Active,1.04E+12,1.04E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,1625 E PLYMOUTH ST,90805,SOLE,0,0,0,0,0,Business Office,8,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Business Office Only,102957
BU04017150,LES PRINGLE,"PRINGLE,LES SERVICE",BU,General Services ??? Other,Active,3.02E+11,3.02E+11,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,2635 E ARTESIA BLVD,90805,SOLE,3,0,0,0,0,General Services ??? Other,9,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,,103394
BU07051271,NGOC TRUONG QUY,,BU,Commercial/Industrial Space  Rental,Active,1.04E+12,1.01E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,6145  CHERRY AVE,90805,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,9,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Comm Industrial Rental,103398
